Date,Open,High,Low,Close,Adj Close,Volume,SP_Volume,Volume_ratio,Vol
2017-04-24,851.2000119999999,863.4500119999999,849.8599849999999,862.76001,862.76001,1372500,3690650000,-0.5022366147202633,0.839139889688559
2017-04-25,865.0,875.0,862.8099980000001,872.2999880000001,872.2999880000001,1672000,3995240000,-0.22014634050488138,0.839139889688559
2017-04-26,874.2299800000001,876.0499880000001,867.747986,871.7299800000001,871.7299800000001,1237200,4105920000,-0.9292829659514095,0.839139889688559
2017-04-27,873.599976,875.400024,870.3800050000001,874.25,874.25,2026800,4098460000,0.23997035011574191,0.839139889688559
2017-04-28,910.659973,916.849976,905.7700199999999,905.9600220000001,905.9600220000001,3219500,3718270000,2.4872155793434345,0.839139889688559
2017-05-01,901.9400019999999,915.679993,901.4500119999999,912.570007,912.570007,2116000,3199240000,1.2499009319234613,0.839139889688559
2017-05-02,909.6199949999999,920.7700199999999,909.453003,916.4400019999999,916.4400019999999,1587200,3813680000,-0.23413863143046687,0.839139889688559
2017-05-03,914.8599849999999,928.099976,912.54303,927.0399779999999,927.0399779999999,1499500,3893990000,-0.42238324378158293,0.9489492748320456
2017-05-04,926.070007,935.929993,924.590027,931.659973,931.659973,1422100,4362540000,-0.7800518112858263,0.9727079592640826
2017-05-05,933.5399779999999,934.900024,925.2000119999999,927.1300050000001,927.1300050000001,1911300,3540140000,0.5145223799535565,0.5278124916608222
2017-05-08,926.1199949999999,936.9249880000001,925.26001,934.2999880000001,934.2999880000001,1329800,3429440000,-0.4061673203015893,-0.3993866314579368
2017-05-09,936.9500119999999,937.5,929.5300289999999,932.169983,932.169983,1581800,3653590000,-0.13272129329290946,-0.6356493957886922
2017-05-10,931.9799800000001,932.0,925.159973,928.7800289999999,928.7800289999999,1173900,3643530000,-0.8030020306429714,-0.8863849464431591
2017-05-11,925.320007,932.5300289999999,923.0300289999999,930.599976,930.599976,835000,3727420000,-1.3971235041431171,-1.2095146144247464
2017-05-12,931.5300289999999,933.4400019999999,927.849976,932.2199710000001,932.2199710000001,1050600,3305630000,-0.8294251896491657,-1.2435952938685655
2017-05-15,932.9500119999999,938.25,929.340027,937.080017,937.080017,1108100,3473600000,-0.8222549398734034,-1.1460915844041528
2017-05-16,940.0,943.1099849999999,937.580017,943.0,943.0,969500,3420790000,-1.0376530200690262,-0.9997011104992511
2017-05-17,935.669983,939.3330080000001,918.1400150000001,919.6199949999999,919.6199949999999,2362100,4163000000,0.6810049918657572,-0.7468734294758403
2017-05-18,921.0,933.169983,918.75,930.23999,930.23999,1596900,4319420000,-0.5154495854207402,-0.7442111634417569
2017-05-19,931.4699710000001,937.7550050000001,931.0,934.01001,934.01001,1393000,3825160000,-0.5489443533867836,-0.7520192869348524
2017-05-22,935.0,941.882996,935.0,941.8599849999999,941.8599849999999,1120400,3172830000,-0.6157841403579767,-0.6744469497666085
2017-05-23,947.919983,951.46698,942.5750119999999,948.820007,948.820007,1270800,3213570000,-0.3596410490740598,-0.5012536422505119
2017-05-24,952.9799800000001,955.090027,949.5,954.9600220000001,954.9600220000001,1024800,3389900000,-0.9232990061922398,-0.262831672015433
2017-05-25,957.330017,972.629028,955.4699710000001,969.5399779999999,969.5399779999999,1660500,3535390000,0.08959556883557784,0.22850772850311496
2017-05-26,969.7000119999999,974.9799800000001,965.0300289999999,971.4699710000001,971.4699710000001,1252000,2805040000,-0.05165438949025782,0.18097629847160165
2017-05-30,970.3099980000001,976.2000119999999,969.48999,975.8800050000001,975.8800050000001,1466700,3203160000,0.01825730955007163,0.1650569199347046
2017-05-31,975.0200199999999,979.2700199999999,960.179993,964.8599849999999,964.8599849999999,2448100,4516110000,0.5277617987808939,-0.18103360087132617
2017-06-01,968.9500119999999,971.5,960.01001,966.9500119999999,966.9500119999999,1410500,3857140000,-0.5397595778519205,-0.5074865152155128
2017-06-02,969.4600220000001,975.8800050000001,966.0,975.599976,975.599976,1751000,3461680000,0.3083352788187786,-0.7453126036148136
2017-06-05,976.5499880000001,986.909973,975.099976,983.679993,983.679993,1252100,2912600000,-0.15119887753667227,-0.8318914236162499
2017-06-06,983.159973,988.25,975.1400150000001,976.570007,976.570007,1814600,3357840000,0.5176271307060191,-0.8321879587996428
2017-06-07,980.0,983.9799800000001,975.9400019999999,980.9400019999999,980.9400019999999,1453900,3572300000,-0.2897747100405375,-0.7842080866070903
2017-06-08,982.349976,984.570007,977.2000119999999,983.409973,983.409973,1471500,3728860000,-0.3646242718722698,-0.7093839443383182
2017-06-09,984.5,984.5,935.6300050000001,949.830017,949.830017,3309400,4027340000,2.2201707452167825,-0.24796005504447288
2017-06-12,939.5599980000001,949.3549800000001,915.2329710000001,942.900024,942.900024,3763500,4027750000,2.9019663954817565,0.24328064089408336
2017-06-13,951.909973,959.9799800000001,944.090027,953.400024,953.400024,2013300,3275500000,0.9669601834403913,0.338629020819503
2017-06-14,959.919983,961.150024,942.25,950.76001,950.76001,1489700,3555590000,-0.21726533971028159,0.26320468450113854
2017-06-15,933.9699710000001,943.3389890000001,924.4400019999999,942.3099980000001,942.3099980000001,2133100,3353050000,1.0971523698134946,0.2857303577286676
2017-06-16,940.0,942.0399779999999,931.5949710000001,939.7800289999999,939.7800289999999,3094700,5284720000,0.7910917695289442,0.03712225879046778
2017-06-19,949.9600220000001,959.98999,949.0499880000001,957.3699949999999,957.3699949999999,1533300,3264700000,0.08947976313849478,-0.8200919177782228
2017-06-20,957.5200199999999,961.6199949999999,950.01001,950.6300050000001,950.6300050000001,1126000,3416510000,-0.7582877615465691,-0.8156290706773318
2017-06-21,953.6400150000001,960.099976,950.76001,959.4500119999999,959.4500119999999,1202200,3594820000,-0.7289390042753908,-0.7405476885675624
2017-06-22,958.7000119999999,960.7199710000001,954.5499880000001,957.090027,957.090027,941400,3468210000,-1.1101372271819914,-0.7027785579137384
2017-06-23,956.830017,966.0,954.2000119999999,965.590027,965.590027,1527900,5278330000,-1.0010243105801522,-0.5219442410828399
2017-06-26,969.900024,973.3099980000001,950.7899779999999,952.2700199999999,952.2700199999999,1598400,3238970000,0.2336946011935054,-0.6502908027717733
2017-06-27,942.4600220000001,948.2899779999999,926.849976,927.330017,927.330017,2579900,3563910000,1.6280736362686838,-0.2285764313800837
2017-06-28,929.0,942.75,916.0,940.48999,940.48999,2721400,3500800000,1.9516609447871736,-0.16670610496191254
2017-06-29,929.919983,931.26001,910.6199949999999,917.7899779999999,917.7899779999999,3299200,3900280000,2.3663501738234802,0.3422818299901754
2017-06-30,926.0499880000001,926.0499880000001,908.3099980000001,908.7299800000001,908.7299800000001,2090200,3361590000,1.0101391220648859,0.6986902670991986
2017-07-03,912.179993,913.9400019999999,894.7899779999999,898.7000119999999,898.7000119999999,1709800,1962290000,2.52031459084183,0.9819591333671795
2017-07-05,901.76001,914.51001,898.5,911.7100220000001,911.7100220000001,1813900,3367220000,0.5072585839110618,0.4484215685396061
2017-07-06,904.1199949999999,914.9439699999999,899.7000119999999,906.6900019999999,906.6900019999999,1424500,3364520000,-0.19054822266979513,-0.04115433647890237
2017-07-07,908.849976,921.5399779999999,908.849976,918.590027,918.590027,1637800,2901330000,0.663432951876033,-0.1252210360385178
2017-07-10,921.7700199999999,930.3800050000001,919.590027,928.7999880000001,928.7999880000001,1192800,2999130000,-0.34591980288750424,-0.4881935991963253
2017-07-11,929.5399779999999,931.429993,922.0,930.090027,930.090027,1113200,3106750000,-0.5843549180330648,-0.2897524676802074
2017-07-12,938.679993,946.2999880000001,934.4699710000001,943.830017,943.830017,1532100,3171620000,0.1706054946125614,0.10932224575506717
2017-07-13,946.2899779999999,954.4500119999999,943.01001,947.159973,947.159973,1294700,3067670000,-0.19867024635259917,0.09296018244494494
2017-07-14,952.0,956.909973,948.0050050000001,955.98999,955.98999,1053800,2736640000,-0.422442883942607,0.27912551543546604
2017-07-17,957.0,960.73999,949.2410279999999,953.419983,953.419983,1165500,2793170000,-0.22759117809125456,-0.04445320355097244
2017-07-18,953.0,968.0399779999999,950.599976,965.400024,965.400024,1154000,2962130000,-0.39512621198110043,-0.10552731638916041
2017-07-19,967.840027,973.0399779999999,964.0300289999999,970.8900150000001,970.8900150000001,1224500,3059760000,-0.3309145693602645,-0.08135457424840596
2017-07-20,975.0,975.900024,961.51001,968.150024,968.150024,1624500,3182780000,0.3360472282165074,-0.4044291178547971
2017-07-21,962.25,973.2299800000001,960.150024,972.919983,972.919983,1711000,3059570000,0.6315347940886624,-0.47977780040737106
2017-07-24,972.2199710000001,986.2000119999999,970.7700199999999,980.340027,980.340027,3248300,3010240000,3.7776118900578006,-0.5157986476334874
2017-07-25,953.8099980000001,959.7000119999999,945.400024,950.7000119999999,950.7000119999999,4661000,4108060000,4.11358241548447,-0.3981813658376272
2017-07-26,954.679993,955.0,942.278992,947.7999880000001,947.7999880000001,2088300,3557020000,0.8001612260590402,-0.2697433785874991
2017-07-27,951.7800289999999,951.7800289999999,920.0,934.090027,934.090027,3213000,3995520000,2.113762402299744,0.22675775510345308
2017-07-28,929.400024,943.830017,927.5,941.5300289999999,941.5300289999999,1846400,3294770000,0.6386420443750684,0.2975013400277839
2017-07-31,941.8900150000001,943.590027,926.0399779999999,930.5,930.5,1970100,3469210000,0.6838985807538865,0.4573120198327313
2017-08-01,932.3800050000001,937.4470210000001,929.26001,930.830017,930.830017,1277700,3460860000,-0.5185766932400788,0.3083041215895721
2017-08-02,928.6099849999999,932.599976,916.679993,930.3900150000001,930.3900150000001,1824400,3478580000,0.42116048134620987,-0.597631530872588
2017-08-03,930.340027,932.23999,922.23999,923.650024,923.650024,1202500,3645020000,-0.756314376911255,-0.6603247162858243
2017-08-04,926.75,930.307007,923.0300289999999,927.9600220000001,927.9600220000001,1082300,3235140000,-0.7282165255530921,-0.9198928683873386
2017-08-07,929.0599980000001,931.7000119999999,926.5,929.3599849999999,929.3599849999999,1032200,2931780000,-0.622141205560513,-0.9315063096012793
2017-08-08,927.090027,935.814026,925.6099849999999,926.7899779999999,926.7899779999999,1061600,3344640000,-0.8319551378653551,-1.2221551522257403
2017-08-09,920.6099849999999,925.9799800000001,917.25,922.900024,922.900024,1192100,3308060000,-0.5719746777048155,-1.165266707061959
2017-08-10,917.5499880000001,919.26001,906.1300050000001,907.23999,907.23999,1824000,3621070000,0.29559465259804085,-0.6756504640404565
2017-08-11,907.9699710000001,917.7800289999999,905.580017,914.3900150000001,914.3900150000001,1206800,3159930000,-0.4415881852742764,-0.658191333272296
2017-08-14,922.5300289999999,924.66803,918.1900019999999,922.669983,922.669983,1064500,2822550000,-0.4704310007163508,-0.6612646238731689
2017-08-15,924.2299800000001,926.5499880000001,919.820007,922.2199710000001,922.2199710000001,883400,2913100000,-0.9176040427301523,-0.7102245107073609
2017-08-16,925.2899779999999,932.7000119999999,923.445007,926.9600220000001,926.9600220000001,1006700,2953650000,-0.6901655591954502,-0.7523233629985453
2017-08-17,925.7800289999999,926.8599849999999,910.9799800000001,910.9799800000001,910.9799800000001,1277200,3142620000,-0.29328604875688546,-0.7359042573924851
2017-08-18,910.3099980000001,915.275024,907.153992,910.669983,910.669983,1342700,3415680000,-0.3738578419161746,-0.7207127933945866
2017-08-21,910.0,913.0,903.400024,906.659973,906.659973,943400,2788150000,-0.7051255159250581,-0.7082230222853587
2017-08-22,912.7199710000001,925.8599849999999,911.474976,924.6900019999999,924.6900019999999,1166700,2777490000,-0.21072056593882693,-0.6533727749673796
2017-08-23,921.929993,929.929993,919.3599849999999,927.0,927.0,1090200,2785290000,-0.38405775955179466,-0.5943112940208146
2017-08-24,928.659973,930.840027,915.5,921.2800289999999,921.2800289999999,1270300,2846590000,-0.05217611763049129,-0.6005651672569101
2017-08-25,923.48999,925.554993,915.5,915.8900150000001,915.8900150000001,1053400,2588780000,-0.29027625799193874,-0.6907671286624896
2017-08-28,916.0,919.2449949999999,911.8699949999999,913.8099980000001,913.8099980000001,1086500,2677700000,-0.2972428056376439,-0.7197186936944481
2017-08-29,905.099976,923.330017,905.0,921.2899779999999,921.2899779999999,1185600,2737580000,-0.1318788876192056,-0.7680211950603653
2017-08-30,920.0499880000001,930.8189699999999,919.650024,929.570007,929.570007,1301200,2633660000,0.23717488641318976,-0.9028885752712055
2017-08-31,931.76001,941.9799800000001,931.76001,939.330017,939.330017,1582600,3348110000,0.10778224856603491,-0.5890301911545192
2017-09-01,941.1300050000001,942.4799800000001,935.150024,937.340027,937.340027,947400,2710730000,-0.6377116987780899,-0.44969206016548363
2017-09-05,933.080017,937.0,921.9600220000001,928.4500119999999,928.4500119999999,1326400,3490260000,-0.4529547495300366,-0.46376539402707556
2017-09-06,930.150024,930.9149779999999,919.2700199999999,927.8099980000001,927.8099980000001,1527700,3374410000,-0.012973741269924831,-0.5841989044671105
2017-09-07,931.7299800000001,936.409973,923.6199949999999,935.9500119999999,935.9500119999999,1212700,3353930000,-0.5646304270629995,-0.8305044174268549
2017-09-08,936.48999,936.98999,924.8800050000001,926.5,926.5,1011500,3302490000,-0.8992475124675676,-0.9513928587472731
2017-09-11,934.25,938.3800050000001,926.919983,929.080017,929.080017,1267000,3291760000,-0.423473300268712,-0.946950038117454
2017-09-12,932.590027,933.4799800000001,923.861023,932.070007,932.070007,1134400,3230920000,-0.627983518542166,-1.05599358555293
2017-09-13,930.659973,937.25,929.8599849999999,935.090027,935.090027,1102600,3368050000,-0.7716360123370023,-1.1081139728627019
2017-09-14,931.25,932.7700199999999,924.0,925.1099849999999,925.1099849999999,1397600,3414460000,-0.27570221528696326,-1.0548190636375359
2017-09-15,924.659973,926.48999,916.3599849999999,920.2899779999999,920.2899779999999,2505400,4853170000,0.37137210454838127,-0.9074810515509639
2017-09-18,920.01001,922.080017,910.599976,915.0,915.0,1306900,3194300000,-0.27680968005659323,-0.7821938096092621
2017-09-19,917.419983,922.419983,912.5499880000001,921.8099980000001,921.8099980000001,936700,3249100000,-1.0081130419563087,-0.7628795801017163
2017-09-20,922.9799800000001,933.8800050000001,922.0,931.580017,931.580017,1669800,3530010000,0.10987153940126118,-0.7351202179765827
2017-09-21,933.0,936.5300289999999,923.830017,932.4500119999999,932.4500119999999,1290600,2930860000,-0.08791024450350297,-0.7294665526873568
2017-09-22,927.75,934.7299800000001,926.4799800000001,928.5300289999999,928.5300289999999,1052700,2865960000,-0.529919157697326,-0.8337232937596022
2017-09-25,925.4500119999999,926.400024,909.7000119999999,920.9699710000001,920.9699710000001,1856800,3297890000,0.6545181838446859,-0.8157897158183746
2017-09-26,923.7199710000001,930.820007,921.1400150000001,924.8599849999999,924.8599849999999,1666900,3043110000,0.5621388218564828,-0.8417578731967633
2017-09-27,927.73999,949.900024,927.73999,944.48999,944.48999,2239400,3456030000,1.1685752416711463,-0.6580754967406801
2017-09-28,941.3599849999999,950.6900019999999,940.5499880000001,949.5,949.5,1020300,3168620000,-0.8041287195488319,-0.42892192651667843
2017-09-29,952.0,959.7860109999999,951.51001,959.1099849999999,959.1099849999999,1581000,3211920000,0.2260616109678782,-0.03546455985415111
2017-10-02,959.9799800000001,962.5399779999999,947.840027,953.2700199999999,953.2700199999999,1283400,3199730000,-0.32545849516839204,0.06807195256861827
2017-10-03,954.0,958.0,949.1400150000001,957.7899779999999,957.7899779999999,888300,3068850000,-1.00108236018974,0.09976776351261343
2017-10-04,957.0,960.3900150000001,950.6900019999999,951.679993,951.679993,952400,3017120000,-0.8424738294805192,-0.2956852550000906
2017-10-05,955.48999,970.909973,955.179993,969.9600220000001,969.9600220000001,1213800,3045120000,-0.34053582034157126,-0.6459749206085663
2017-10-06,966.7000119999999,979.4600220000001,963.3599849999999,978.8900150000001,978.8900150000001,1173900,2884570000,-0.2899822335691981,-0.38875210037691554
2017-10-09,980.0,985.4249880000001,976.1099849999999,977.0,977.0,891400,2483970000,-0.5810600043950217,-0.33465025568450923
2017-10-10,980.0,981.570007,966.080017,972.599976,972.599976,968400,2960500000,-0.773230849865378,-0.3155470932218752
2017-10-11,973.7199710000001,990.7100220000001,972.25,989.25,989.25,1693300,2976090000,0.6904742690449629,-0.17249498790237217
2017-10-12,987.4500119999999,994.1199949999999,985.0,987.830017,987.830017,1262400,3151510000,-0.3286445293857026,-0.18706809425101795
2017-10-13,992.0,997.2100220000001,989.0,989.679993,989.679993,1169800,3149440000,-0.5049877797408707,-0.6466265528483206
2017-10-16,992.099976,993.9069820000001,984.0,992.0,992.0,910500,2916020000,-0.8631990480336136,-0.7108499813740452
2017-10-17,990.2899779999999,996.4400019999999,988.590027,992.179993,992.179993,1290200,2889390000,-0.05049975649899954,-0.6902503245623297
2017-10-18,991.7700199999999,996.7199710000001,986.974976,992.8099980000001,992.8099980000001,1057600,2998090000,-0.6179949655555546,-0.7640305127086858
2017-10-19,986.0,988.8800050000001,978.3900150000001,984.4500119999999,984.4500119999999,1313600,2990710000,-0.09469896435351174,-1.1854447234765235
2017-10-20,989.4400019999999,991.0,984.580017,988.2000119999999,988.2000119999999,1183200,3384650000,-0.6372378834297975,-1.1797506372980386
2017-10-23,989.5200199999999,989.5200199999999,966.1199949999999,968.4500119999999,968.4500119999999,1478400,3211710000,0.03292667622387983,-0.6036348398695742
2017-10-24,970.0,972.2299800000001,961.0,970.5399779999999,970.5399779999999,1212200,3427330000,-0.6123759833212338,-0.41897562368498
2017-10-25,968.3699949999999,976.090027,960.5200199999999,973.330017,973.330017,1211300,3874510000,-0.8608241566855369,-0.41616529729954016
2017-10-26,980.0,987.599976,972.2000119999999,972.5599980000001,972.5599980000001,2042100,3869050000,0.44135609911001716,-0.49481665132166
2017-10-27,1009.1900019999999,1048.390015,1008.2000119999999,1019.2700199999999,1019.2700199999999,5167700,3887110000,5.292762342453163,0.3473099021030356
2017-10-30,1014.0,1024.969971,1007.5,1017.1099849999999,1017.1099849999999,2085100,3658870000,0.6959656517637776,0.7960667828540589
2017-10-31,1015.2199710000001,1024.0,1010.419983,1016.6400150000001,1016.6400150000001,1330700,3827230000,-0.6486487838900595,1.0719925997533566
2017-11-01,1017.2100220000001,1029.670044,1016.9500119999999,1025.5,1025.5,1373400,3813180000,-0.5731272002324462,1.140701572224934
2017-11-02,1021.76001,1028.089966,1013.01001,1025.579956,1025.579956,1049000,4048270000,-1.1846585050972767,0.9430764119888092
2017-11-03,1022.1099849999999,1032.650024,1020.3099980000001,1032.47998,1032.47998,1076400,3567710000,-0.9269522986535478,0.5478539385487585
2017-11-06,1028.98999,1034.869995,1025.0,1025.900024,1025.900024,1125200,3539080000,-0.8287333374007357,-0.8954322628082235
2017-11-07,1027.27002,1033.969971,1025.130005,1033.329956,1033.329956,1112300,3809650000,-0.9858794326774024,-0.8139534416032115
2017-11-08,1030.52002,1043.5219730000001,1028.449951,1039.849976,1039.849976,1088700,3899360000,-1.0631579120548718,-0.7229075706945701
2017-11-09,1033.98999,1033.98999,1019.666016,1031.26001,1031.26001,1245200,3831610000,-0.7860972162627043,-0.9412539645003808
2017-11-10,1026.459961,1030.76001,1025.280029,1028.069946,1028.069946,720000,3486910000,-1.5032061997174138,-0.9750227524089022
2017-11-13,1023.419983,1031.579956,1022.570007,1025.75,1025.75,885800,3402930000,-1.17750488178269,-0.9781072561198652
2017-11-14,1022.590027,1026.810059,1014.150024,1026.0,1026.0,959200,3641760000,-1.158840756546639,-0.9509667196441483
2017-11-15,1019.2100220000001,1024.089966,1015.419983,1020.909973,1020.909973,854000,3558890000,-1.3006152592194318,-0.8567965348791602
2017-11-16,1022.5200199999999,1035.920044,1022.5200199999999,1032.5,1032.5,1129700,3312710000,-0.6890316811758324,-0.8653379993259721
2017-11-17,1034.01001,1034.420044,1017.75,1019.090027,1019.090027,1397100,3300160000,-0.19082457389834973,-0.9791148471378351
2017-11-20,1020.26001,1022.6099849999999,1017.5,1018.3800050000001,1018.3800050000001,953500,3003540000,-0.831620082164686,-0.9579205925020264
2017-11-21,1023.3099980000001,1035.109985,1022.6550289999999,1034.48999,1034.48999,1097000,3332720000,-0.7608024369822902,-0.8349552283489629
2017-11-22,1035.0,1039.706055,1031.430054,1035.959961,1035.959961,746300,2762950000,-1.1181680475732985,-0.7134532950617164
2017-11-24,1035.869995,1043.1779789999998,1035.0,1040.609985,1040.609985,537000,1349780000,-0.3451495611335406,-0.5482800310948572
2017-11-27,1040.0,1055.459961,1038.439941,1054.209961,1054.209961,1307900,3006860000,-0.12044818985403698,-0.2126744717968308
2017-11-28,1055.089966,1062.375,1040.0,1047.410034,1047.410034,1424400,3488420000,-0.28172758453560065,-0.10805305281267646
2017-11-29,1042.680054,1044.079956,1015.650024,1021.659973,1021.659973,2459400,4078280000,0.8967230682320616,-0.16006909279102438
2017-11-30,1022.3699949999999,1028.48999,1015.0,1021.409973,1021.409973,1724000,4938490000,-0.6401650482973579,-0.22786438940003156
2017-12-01,1015.7999880000001,1022.48999,1002.0200199999999,1010.169983,1010.169983,1909600,3942320000,0.17859025018136732,0.14209085302300922
2017-12-04,1012.659973,1016.099976,995.570007,998.679993,998.679993,1906400,4023150000,0.11488081823316615,0.604084748665852
2017-12-05,995.9400019999999,1020.6099849999999,988.2800289999999,1005.150024,1005.150024,2067300,3539040000,0.7823016105647356,0.6724055893116201
2017-12-06,1001.5,1024.969971,1001.1400150000001,1018.3800050000001,1018.3800050000001,1272000,3229000000,-0.3688280100494663,0.13129763725778465
2017-12-07,1020.429993,1034.23999,1018.070984,1030.930054,1030.930054,1458200,3292400000,-0.07247665237671472,-0.34891887641225783
2017-12-08,1037.48999,1042.050049,1032.5219730000001,1037.050049,1037.050049,1290800,3106150000,-0.23791054524737568,-0.07164093664796461
2017-12-11,1035.5,1043.800049,1032.050049,1041.099976,1041.099976,1192800,3091950000,-0.4181749862932816,0.2063234332425388
2017-12-12,1039.630005,1050.310059,1033.689941,1040.47998,1040.47998,1279500,3555680000,-0.575094319504842,0.29699950059228347
2017-12-13,1046.119995,1046.665039,1038.380005,1040.609985,1040.609985,1282700,3542370000,-0.5614448257836904,-0.06681412930171901
2017-12-14,1045.0,1058.5,1043.109985,1049.150024,1049.150024,1558700,3430030000,-0.0027066926582246316,-0.48392832326124696
2017-12-15,1054.609985,1067.619995,1049.5,1064.189941,1064.189941,3275900,5723920000,0.7107453017540573,-0.391783326649105
2017-12-18,1066.079956,1078.48999,1062.0,1077.140015,1077.140015,1554600,3724660000,-0.2269100864273097,0.0622935828007449
2017-12-19,1075.199951,1076.839966,1063.550049,1070.680054,1070.680054,1338700,3368590000,-0.34778805107789074,0.11875050561511798
